pokemon,lvl,move,type,power,accuracy,crit
Marowak,1.0,Bone Club,Ground,65,0.85,False
Marowak,1.0,Headbutt,Normal,70,1.0,False
Marowak,25.0,Bonemerang,Ground,100,0.9,False
Marowak,32.0,Rage,Normal,20,1.0,False
Marowak,39.0,False Swipe,Normal,40,1.0,False
Marowak,46.0,Thrash,Normal,90,1.0,False
Marowak,53.0,Bone Rush,Ground,75,0.8,False
Marowak,,Strength,Normal,80,1.0,False
Marowak,,DynamicPunch,Fighting,100,0.5,False
Marowak,,Rock Smash,Fighting,20,1.0,False
Marowak,,Hidden Power,Normal,60,1.0,False
Marowak,,Snore,Normal,40,1.0,False
Marowak,,Blizzard,Ice,120,0.7,False
Marowak,,Hyper Beam,Normal,75,0.9,False
Marowak,,Icy Wind,Ice,55,0.95,False
Marowak,,Iron Tail,Steel,100,0.75,False
Marowak,,Earthquake,Ground,100,1.0,False
Marowak,,Return,Normal,102,1.0,False
Marowak,,Dig,Ground,60,1.0,False
Marowak,,Mud-Slap,Ground,20,1.0,False
Marowak,,Fire Blast,Fire,120,0.85,False
Marowak,,ThunderPunch,Electric,75,1.0,False
Marowak,,Thief,Dark,40,1.0,False
Marowak,,Fire Punch,Fire,75,1.0,False
Hitmonlee,1.0,Double Kick,Fighting,60,1.0,False
Hitmonlee,11.0,Rolling Kick,Fighting,60,0.85,False
Hitmonlee,16.0,Jump Kick,Fighting,70,0.95,False
Hitmonlee,26.0,Hi Jump Kick,Fighting,85,0.9,False
Hitmonlee,46.0,Mega Kick,Normal,120,0.75,False
Hitmonlee,,Strength,Normal,80,1.0,False
Hitmonlee,,DynamicPunch,Fighting,100,0.5,False
Hitmonlee,,Headbutt,Normal,70,1.0,False
Hitmonlee,,Rock Smash,Fighting,20,1.0,False
Hitmonlee,,Hidden Power,Normal,60,1.0,False
Hitmonlee,,Snore,Normal,40,1.0,False
Hitmonlee,,Return,Normal,102,1.0,False
Hitmonlee,,Mud-Slap,Ground,20,1.0,False
Hitmonlee,,Swift,Normal,60,1.0,False
Hitmonlee,,Thief,Dark,40,1.0,False
Tyrogue,1.0,Tackle,Normal,35,0.95,False
Tyrogue,,Strength,Normal,80,1.0,False
Tyrogue,,Headbutt,Normal,70,1.0,False
Tyrogue,,Rock Smash,Fighting,20,1.0,False
Tyrogue,,Hidden Power,Normal,60,1.0,False
Tyrogue,,Snore,Normal,40,1.0,False
Tyrogue,,Return,Normal,102,1.0,False
Tyrogue,,Mud-Slap,Ground,20,1.0,False
Tyrogue,,Swift,Normal,60,1.0,False
Tyrogue,,Thief,Dark,40,1.0,False
Hitmonchan,1.0,Comet Punch,Normal,54,0.85,False
Hitmonchan,13.0,Pursuit,Dark,40,1.0,False
Hitmonchan,26.0,Fire Punch,Fire,75,1.0,False
Hitmonchan,26.0,Ice Punch,Ice,75,1.0,False
Hitmonchan,26.0,ThunderPunch,Electric,75,1.0,False
Hitmonchan,32.0,Mach Punch,Fighting,40,1.0,False
Hitmonchan,38.0,Mega Punch,Normal,80,0.85,False
Hitmonchan,,Strength,Normal,80,1.0,False
Hitmonchan,,DynamicPunch,Fighting,100,0.5,False
Hitmonchan,,Headbutt,Normal,70,1.0,False
Hitmonchan,,Rock Smash,Fighting,20,1.0,False
Hitmonchan,,Hidden Power,Normal,60,1.0,False
Hitmonchan,,Snore,Normal,40,1.0,False
Hitmonchan,,Return,Normal,102,1.0,False
Hitmonchan,,Mud-Slap,Ground,20,1.0,False
Hitmonchan,,Swift,Normal,60,1.0,False
Hitmonchan,,Thief,Dark,40,1.0,False
Tyrogue,1.0,Tackle,Normal,35,0.95,False
Tyrogue,,Strength,Normal,80,1.0,False
Tyrogue,,Headbutt,Normal,70,1.0,False
Tyrogue,,Rock Smash,Fighting,20,1.0,False
Tyrogue,,Hidden Power,Normal,60,1.0,False
Tyrogue,,Snore,Normal,40,1.0,False
Tyrogue,,Return,Normal,102,1.0,False
Tyrogue,,Mud-Slap,Ground,20,1.0,False
Tyrogue,,Swift,Normal,60,1.0,False
Tyrogue,,Thief,Dark,40,1.0,False
Lickitung,1.0,Lick,Ghost,20,1.0,False
Lickitung,19.0,Stomp,Normal,65,1.0,False
Lickitung,25.0,Wrap,Normal,15,0.85,False
Lickitung,37.0,Slam,Normal,80,0.75,False
Lickitung,,Cut,Normal,50,0.95,False
Lickitung,,Surf,Water,95,1.0,False
Lickitung,,Strength,Normal,80,1.0,False
Lickitung,,DynamicPunch,Fighting,100,0.5,False
Lickitung,,Headbutt,Normal,70,1.0,False
Lickitung,,Rollout,Rock,30,0.9,False
Lickitung,,Rock Smash,Fighting,20,1.0,False
Lickitung,,Hidden Power,Normal,60,1.0,False
Lickitung,,Snore,Normal,40,1.0,False
Lickitung,,Blizzard,Ice,120,0.7,False
Lickitung,,Hyper Beam,Normal,75,0.9,False
Lickitung,,Icy Wind,Ice,55,0.95,False
Lickitung,,Iron Tail,Steel,100,0.75,False
Lickitung,,Thunder,Electric,120,0.7,False
Lickitung,,Earthquake,Ground,100,1.0,False
Lickitung,,Return,Normal,102,1.0,False
Lickitung,,Shadow Ball,Ghost,80,1.0,False
Lickitung,,Mud-Slap,Ground,20,1.0,False
Lickitung,,Ice Punch,Ice,75,1.0,False
Lickitung,,Fire Blast,Fire,120,0.85,False
Lickitung,,ThunderPunch,Electric,75,1.0,False
Lickitung,,Thief,Dark,40,1.0,False
Lickitung,,Fire Punch,Fire,75,1.0,False
Koffing,1.0,Tackle,Normal,35,0.95,False
Koffing,9.0,Smog,Poison,20,0.7,False
Koffing,21.0,Sludge,Poison,65,1.0,False
Koffing,,Rollout,Rock,30,0.9,False
Koffing,,Zap Cannon,Electric,100,0.5,False
Koffing,,Hidden Power,Normal,60,1.0,False
Koffing,,Snore,Normal,40,1.0,False
Koffing,,Thunder,Electric,120,0.7,False
Koffing,,Return,Normal,102,1.0,False
Koffing,,Sludge Bomb,Poison,90,1.0,False
Koffing,,Fire Blast,Fire,120,0.85,False
Koffing,,Thief,Dark,40,1.0,False
Weezing,1.0,Smog,Poison,20,0.7,False
Weezing,1.0,Tackle,Normal,35,0.95,False
Weezing,21.0,Sludge,Poison,65,1.0,False
Weezing,,Rollout,Rock,30,0.9,False
Weezing,,Zap Cannon,Electric,100,0.5,False
Weezing,,Hidden Power,Normal,60,1.0,False
Weezing,,Snore,Normal,40,1.0,False
Weezing,,Hyper Beam,Normal,75,0.9,False
Weezing,,Thunder,Electric,120,0.7,False
Weezing,,Return,Normal,102,1.0,False
Weezing,,Sludge Bomb,Poison,90,1.0,False
Weezing,,Fire Blast,Fire,120,0.85,False
Weezing,,Thief,Dark,40,1.0,False
Rhyhorn,1.0,Horn Attack,Normal,65,1.0,False
Rhyhorn,13.0,Stomp,Normal,65,1.0,False
Rhyhorn,19.0,Fury Attack,Normal,45,0.85,False
Rhyhorn,55.0,Earthquake,Ground,100,1.0,False
Rhyhorn,,Strength,Normal,80,1.0,False
Rhyhorn,,Headbutt,Normal,70,1.0,False
Rhyhorn,,Rollout,Rock,30,0.9,False
Rhyhorn,,Zap Cannon,Electric,100,0.5,False
Rhyhorn,,Rock Smash,Fighting,20,1.0,False
Rhyhorn,,Hidden Power,Normal,60,1.0,False
Rhyhorn,,Snore,Normal,40,1.0,False
Rhyhorn,,Blizzard,Ice,120,0.7,False
Rhyhorn,,Icy Wind,Ice,55,0.95,False
Rhyhorn,,Iron Tail,Steel,100,0.75,False
Rhyhorn,,Thunder,Electric,120,0.7,False
Rhyhorn,,Return,Normal,102,1.0,False
Rhyhorn,,Dig,Ground,60,1.0,False
Rhyhorn,,Mud-Slap,Ground,20,1.0,False
Rhyhorn,,Fire Blast,Fire,120,0.85,False
Rhydon,1.0,Fury Attack,Normal,45,0.85,False
Rhydon,1.0,Horn Attack,Normal,65,1.0,False
Rhydon,1.0,Stomp,Normal,65,1.0,False
Rhydon,65.0,Earthquake,Ground,100,1.0,False
Rhydon,,Surf,Water,95,1.0,False
Rhydon,,Strength,Normal,80,1.0,False
Rhydon,,DynamicPunch,Fighting,100,0.5,False
Rhydon,,Headbutt,Normal,70,1.0,False
Rhydon,,Rollout,Rock,30,0.9,False
Rhydon,,Zap Cannon,Electric,100,0.5,False
Rhydon,,Rock Smash,Fighting,20,1.0,False
Rhydon,,Hidden Power,Normal,60,1.0,False
Rhydon,,Snore,Normal,40,1.0,False
Rhydon,,Blizzard,Ice,120,0.7,False
Rhydon,,Hyper Beam,Normal,75,0.9,False
Rhydon,,Icy Wind,Ice,55,0.95,False
Rhydon,,Iron Tail,Steel,100,0.75,False
Rhydon,,Thunder,Electric,120,0.7,False
Rhydon,,Return,Normal,102,1.0,False
Rhydon,,Dig,Ground,60,1.0,False
Rhydon,,Mud-Slap,Ground,20,1.0,False
Rhydon,,Fire Blast,Fire,120,0.85,False
Rhydon,,ThunderPunch,Electric,75,1.0,False
Rhydon,,Fire Punch,Fire,75,1.0,False
Rhydon,,Fury Cutter,Bug,10,0.95,False
Chansey,1.0,Pound,Normal,40,1.0,False
Chansey,17.0,DoubleSlap,Normal,15,0.85,False
Chansey,35.0,Egg Bomb,Normal,100,0.75,False
Chansey,,Strength,Normal,80,1.0,False
Chansey,,DynamicPunch,Fighting,100,0.5,False
Chansey,,Headbutt,Normal,70,1.0,False
Chansey,,Rollout,Rock,30,0.9,False
Chansey,,Zap Cannon,Electric,100,0.5,False
Chansey,,Rock Smash,Fighting,20,1.0,False
Chansey,,Hidden Power,Normal,60,1.0,False
Chansey,,Snore,Normal,40,1.0,False
Chansey,,Blizzard,Ice,120,0.7,False
Chansey,,Hyper Beam,Normal,75,0.9,False
Chansey,,Icy Wind,Ice,55,0.95,False
Chansey,,Iron Tail,Steel,100,0.75,False
Chansey,,Thunder,Electric,120,0.7,False
Chansey,,Return,Normal,102,1.0,False
Chansey,,Psychic,Psychic,90,1.0,False
Chansey,,Shadow Ball,Ghost,80,1.0,False
Chansey,,Mud-Slap,Ground,20,1.0,False
Chansey,,Fire Blast,Fire,120,0.85,False
Blissey,1.0,Pound,Normal,40,1.0,False
Blissey,13.0,DoubleSlap,Normal,15,0.85,False
Blissey,28.0,Egg Bomb,Normal,100,0.75,False
Blissey,,Strength,Normal,80,1.0,False
Blissey,,DynamicPunch,Fighting,100,0.5,False
Blissey,,Headbutt,Normal,70,1.0,False
Blissey,,Rollout,Rock,30,0.9,False
Blissey,,Zap Cannon,Electric,100,0.5,False
Blissey,,Rock Smash,Fighting,20,1.0,False
Blissey,,Hidden Power,Normal,60,1.0,False
Blissey,,Snore,Normal,40,1.0,False
Blissey,,Blizzard,Ice,120,0.7,False
Blissey,,Hyper Beam,Normal,75,0.9,False
Blissey,,Icy Wind,Ice,55,0.95,False
Blissey,,Thunder,Electric,120,0.7,False
Blissey,,Return,Normal,102,1.0,False
Blissey,,Psychic,Psychic,90,1.0,False
Blissey,,Shadow Ball,Ghost,80,1.0,False
Blissey,,Mud-Slap,Ground,20,1.0,False
Blissey,,Fire Blast,Fire,120,0.85,False
Tangela,1.0,Constrict,Normal,10,1.0,False
Tangela,10.0,Absorb,Grass,20,1.0,False
Tangela,19.0,Vine Whip,Grass,35,1.0,False
Tangela,25.0,Bind,Normal,15,0.75,False
Tangela,31.0,Mega Drain,Grass,40,1.0,False
Tangela,40.0,Slam,Normal,80,0.75,False
Tangela,,Cut,Normal,50,0.95,False
Tangela,,Headbutt,Normal,70,1.0,False
Tangela,,Hidden Power,Normal,60,1.0,False
Tangela,,Snore,Normal,40,1.0,False
Tangela,,Hyper Beam,Normal,75,0.9,False
Tangela,,Giga Drain,Grass,60,1.0,False
Tangela,,Return,Normal,102,1.0,False
Tangela,,Sludge Bomb,Poison,90,1.0,False
Tangela,,Thief,Dark,40,1.0,False
Kangaskhan,1.0,Comet Punch,Normal,54,0.85,False
Kangaskhan,13.0,Bite,Dark,60,1.0,False
Kangaskhan,25.0,Mega Punch,Normal,80,0.85,False
Kangaskhan,31.0,Rage,Normal,20,1.0,False
Kangaskhan,43.0,Dizzy Punch,Normal,70,1.0,False
Kangaskhan,,Surf,Water,95,1.0,False
Kangaskhan,,Strength,Normal,80,1.0,False
Kangaskhan,,DynamicPunch,Fighting,100,0.5,False
Kangaskhan,,Headbutt,Normal,70,1.0,False
Kangaskhan,,Zap Cannon,Electric,100,0.5,False
Kangaskhan,,Rock Smash,Fighting,20,1.0,False
Kangaskhan,,Hidden Power,Normal,60,1.0,False
Kangaskhan,,Snore,Normal,40,1.0,False
Kangaskhan,,Blizzard,Ice,120,0.7,False
Kangaskhan,,Hyper Beam,Normal,75,0.9,False
Kangaskhan,,Icy Wind,Ice,55,0.95,False
Kangaskhan,,Iron Tail,Steel,100,0.75,False
Kangaskhan,,Thunder,Electric,120,0.7,False
Kangaskhan,,Earthquake,Ground,100,1.0,False
Kangaskhan,,Return,Normal,102,1.0,False
Kangaskhan,,Shadow Ball,Ghost,80,1.0,False
Kangaskhan,,Mud-Slap,Ground,20,1.0,False
Kangaskhan,,Ice Punch,Ice,75,1.0,False
Kangaskhan,,Fire Blast,Fire,120,0.85,False
Kangaskhan,,ThunderPunch,Electric,75,1.0,False
Kangaskhan,,Fire Punch,Fire,75,1.0,False
Kangaskhan,,Fury Cutter,Bug,10,0.95,False
Horsea,1.0,Bubble,Water,20,1.0,False
Horsea,22.0,Water Gun,Water,40,1.0,False
Horsea,29.0,Twister,Dragon,40,1.0,False
Horsea,43.0,Hydro Pump,Water,120,0.8,False
Horsea,,Surf,Water,95,1.0,False
Horsea,,Whirlpool,Water,15,0.7,False
Horsea,,Waterfall,Water,80,1.0,False
Horsea,,Headbutt,Normal,70,1.0,False
Horsea,,Hidden Power,Normal,60,1.0,False
Horsea,,Snore,Normal,40,1.0,False
Horsea,,Blizzard,Ice,120,0.7,False
Horsea,,Icy Wind,Ice,55,0.95,False
Horsea,,DragonBreath,Dragon,60,1.0,False
Horsea,,Return,Normal,102,1.0,False
Horsea,,Swift,Normal,60,1.0,False
Seadra,1.0,Bubble,Water,20,1.0,False
Seadra,1.0,Water Gun,Water,40,1.0,False
Seadra,29.0,Twister,Dragon,40,1.0,False
Seadra,51.0,Hydro Pump,Water,120,0.8,False
Seadra,,Surf,Water,95,1.0,False
Seadra,,Whirlpool,Water,15,0.7,False
Seadra,,Waterfall,Water,80,1.0,False
Seadra,,Headbutt,Normal,70,1.0,False
Seadra,,Hidden Power,Normal,60,1.0,False
Seadra,,Snore,Normal,40,1.0,False
Seadra,,Blizzard,Ice,120,0.7,False
Seadra,,Hyper Beam,Normal,75,0.9,False
Seadra,,Icy Wind,Ice,55,0.95,False
Seadra,,DragonBreath,Dragon,60,1.0,False
Seadra,,Return,Normal,102,1.0,False
Seadra,,Swift,Normal,60,1.0,False
Kingdra,1.0,Bubble,Water,20,1.0,False
Kingdra,1.0,Water Gun,Water,40,1.0,False
Kingdra,29.0,Twister,Dragon,40,1.0,False
Kingdra,51.0,Hydro Pump,Water,120,0.8,False
Kingdra,,Surf,Water,95,1.0,False
Kingdra,,Whirlpool,Water,15,0.7,False
Kingdra,,Waterfall,Water,80,1.0,False
Kingdra,,Headbutt,Normal,70,1.0,False
Kingdra,,Hidden Power,Normal,60,1.0,False
Kingdra,,Snore,Normal,40,1.0,False
Kingdra,,Blizzard,Ice,120,0.7,False
Kingdra,,Hyper Beam,Normal,75,0.9,False
Kingdra,,Icy Wind,Ice,55,0.95,False
Kingdra,,DragonBreath,Dragon,60,1.0,False
Kingdra,,Return,Normal,102,1.0,False
Kingdra,,Swift,Normal,60,1.0,False
Goldeen,1.0,Peck,Flying,35,1.0,False
Goldeen,15.0,Horn Attack,Normal,65,1.0,False
Goldeen,29.0,Fury Attack,Normal,45,0.85,False
Goldeen,38.0,Waterfall,Water,80,1.0,False
Goldeen,,Surf,Water,95,1.0,False
Goldeen,,Hidden Power,Normal,60,1.0,False
Goldeen,,Snore,Normal,40,1.0,False
Goldeen,,Blizzard,Ice,120,0.7,False
Goldeen,,Icy Wind,Ice,55,0.95,False
Goldeen,,Return,Normal,102,1.0,False
Goldeen,,Swift,Normal,60,1.0,False
Seaking,1.0,Peck,Flying,35,1.0,False
Seaking,15.0,Horn Attack,Normal,65,1.0,False
Seaking,29.0,Fury Attack,Normal,45,0.85,False
Seaking,41.0,Waterfall,Water,80,1.0,False
Seaking,,Surf,Water,95,1.0,False
Seaking,,Hidden Power,Normal,60,1.0,False
Seaking,,Snore,Normal,40,1.0,False
Seaking,,Blizzard,Ice,120,0.7,False
Seaking,,Hyper Beam,Normal,75,0.9,False
Seaking,,Icy Wind,Ice,55,0.95,False
Seaking,,Return,Normal,102,1.0,False
Seaking,,Swift,Normal,60,1.0,False
Staryu,1.0,Tackle,Normal,35,0.95,False
Staryu,7.0,Water Gun,Water,40,1.0,False
Staryu,13.0,Rapid Spin,Normal,20,1.0,False
Staryu,25.0,Swift,Normal,60,1.0,False
Staryu,31.0,BubbleBeam,Water,65,1.0,False
Staryu,50.0,Hydro Pump,Water,120,0.8,False
Staryu,,Surf,Water,95,1.0,False
Staryu,,Whirlpool,Water,15,0.7,False
Staryu,,Waterfall,Water,80,1.0,False
Staryu,,Zap Cannon,Electric,100,0.5,False
Staryu,,Hidden Power,Normal,60,1.0,False
Staryu,,Snore,Normal,40,1.0,False
Staryu,,Blizzard,Ice,120,0.7,False
Staryu,,Icy Wind,Ice,55,0.95,False
Staryu,,Thunder,Electric,120,0.7,False
Staryu,,Return,Normal,102,1.0,False
Staryu,,Psychic,Psychic,90,1.0,False
Starmie,1.0,BubbleBeam,Water,65,1.0,False
Starmie,1.0,Rapid Spin,Normal,20,1.0,False
Starmie,1.0,Tackle,Normal,35,0.95,False
Starmie,,Surf,Water,95,1.0,False
Starmie,,Whirlpool,Water,15,0.7,False
Starmie,,Waterfall,Water,80,1.0,False
Starmie,,Zap Cannon,Electric,100,0.5,False
Starmie,,Hidden Power,Normal,60,1.0,False
Starmie,,Snore,Normal,40,1.0,False
Starmie,,Blizzard,Ice,120,0.7,False
Starmie,,Hyper Beam,Normal,75,0.9,False
Starmie,,Icy Wind,Ice,55,0.95,False
Starmie,,Thunder,Electric,120,0.7,False
Starmie,,Return,Normal,102,1.0,False
Starmie,,Psychic,Psychic,90,1.0,False
Starmie,,Swift,Normal,60,1.0,False
Mr_Mime,6.0,Confusion,Psychic,50,1.0,False
Mr_Mime,21.0,DoubleSlap,Normal,15,0.85,False
Mr_Mime,36.0,Psybeam,Psychic,65,1.0,False
Mr_Mime,,DynamicPunch,Fighting,100,0.5,False
Mr_Mime,,Headbutt,Normal,70,1.0,False
Mr_Mime,,Zap Cannon,Electric,100,0.5,False
Mr_Mime,,Hidden Power,Normal,60,1.0,False
Mr_Mime,,Snore,Normal,40,1.0,False
Mr_Mime,,Hyper Beam,Normal,75,0.9,False
Mr_Mime,,Thunder,Electric,120,0.7,False
Mr_Mime,,Return,Normal,102,1.0,False
Mr_Mime,,Psychic,Psychic,90,1.0,False
Mr_Mime,,Shadow Ball,Ghost,80,1.0,False
Mr_Mime,,Mud-Slap,Ground,20,1.0,False
Mr_Mime,,Ice Punch,Ice,75,1.0,False
Mr_Mime,,ThunderPunch,Electric,75,1.0,False
Mr_Mime,,Thief,Dark,40,1.0,False
Mr_Mime,,Fire Punch,Fire,75,1.0,False
Scyther,1.0,Quick Attack,Normal,40,1.0,False
Scyther,12.0,Pursuit,Dark,40,1.0,False
Scyther,18.0,False Swipe,Normal,40,1.0,False
Scyther,30.0,Wing Attack,Flying,60,1.0,False
Scyther,36.0,Slash,Normal,70,1.0,True
Scyther,,Cut,Normal,50,0.95,False
Scyther,,Headbutt,Normal,70,1.0,False
Scyther,,Rock Smash,Fighting,20,1.0,False
Scyther,,Hidden Power,Normal,60,1.0,False
Scyther,,Snore,Normal,40,1.0,False
Scyther,,Hyper Beam,Normal,75,0.9,False
Scyther,,Return,Normal,102,1.0,False
Scyther,,Swift,Normal,60,1.0,False
Scyther,,Thief,Dark,40,1.0,False
Scyther,,Steel Wing,Steel,70,0.9,False
Scyther,,Fury Cutter,Bug,10,0.95,False
Scizor,1.0,Quick Attack,Normal,40,1.0,False
Scizor,12.0,Pursuit,Dark,40,1.0,False
Scizor,18.0,False Swipe,Normal,40,1.0,False
Scizor,30.0,Metal Claw,Steel,50,0.95,False
Scizor,36.0,Slash,Normal,70,1.0,True
Scizor,,Cut,Normal,50,0.95,False
Scizor,,Strength,Normal,80,1.0,False
Scizor,,Headbutt,Normal,70,1.0,False
Scizor,,Rock Smash,Fighting,20,1.0,False
Scizor,,Hidden Power,Normal,60,1.0,False
Scizor,,Snore,Normal,40,1.0,False
Scizor,,Hyper Beam,Normal,75,0.9,False
Scizor,,Return,Normal,102,1.0,False
Scizor,,Swift,Normal,60,1.0,False
Scizor,,Thief,Dark,40,1.0,False
Scizor,,Steel Wing,Steel,70,0.9,False
Scizor,,Fury Cutter,Bug,10,0.95,False
Jynx,1.0,Lick,Ghost,20,1.0,False
Jynx,1.0,Pound,Normal,40,1.0,False
Jynx,1.0,Powder Snow,Ice,40,1.0,False
Jynx,21.0,DoubleSlap,Normal,15,0.85,False
Jynx,25.0,Ice Punch,Ice,75,1.0,False
Jynx,41.0,Body Slam,Normal,85,1.0,False
Jynx,57.0,Blizzard,Ice,120,0.7,False
Jynx,,DynamicPunch,Fighting,100,0.5,False
Jynx,,Headbutt,Normal,70,1.0,False
Jynx,,Hidden Power,Normal,60,1.0,False
Jynx,,Snore,Normal,40,1.0,False
Jynx,,Hyper Beam,Normal,75,0.9,False
Jynx,,Icy Wind,Ice,55,0.95,False
Jynx,,Return,Normal,102,1.0,False
Jynx,,Psychic,Psychic,90,1.0,False
Jynx,,Shadow Ball,Ghost,80,1.0,False
Jynx,,Mud-Slap,Ground,20,1.0,False
Jynx,,Thief,Dark,40,1.0,False
Smoochum,1.0,Lick,Ghost,20,1.0,False
Smoochum,1.0,Pound,Normal,40,1.0,False
Smoochum,13.0,Powder Snow,Ice,40,1.0,False
Smoochum,21.0,Confusion,Psychic,50,1.0,False
Smoochum,37.0,Psychic,Psychic,90,1.0,False
Smoochum,49.0,Blizzard,Ice,120,0.7,False
Smoochum,,DynamicPunch,Fighting,100,0.5,False
Smoochum,,Hidden Power,Normal,60,1.0,False
Smoochum,,Snore,Normal,40,1.0,False
Smoochum,,Icy Wind,Ice,55,0.95,False
Smoochum,,Return,Normal,102,1.0,False
Smoochum,,Shadow Ball,Ghost,80,1.0,False
Smoochum,,Mud-Slap,Ground,20,1.0,False
Smoochum,,Ice Punch,Ice,75,1.0,False
Smoochum,,Thief,Dark,40,1.0,False
Electabuzz,1.0,Quick Attack,Normal,40,1.0,False
Electabuzz,1.0,ThunderPunch,Electric,75,1.0,False
Electabuzz,25.0,Swift,Normal,60,1.0,False
Electabuzz,47.0,Thunderbolt,Electric,95,1.0,False
Electabuzz,58.0,Thunder,Electric,120,0.7,False
Electabuzz,,Strength,Normal,80,1.0,False
Electabuzz,,DynamicPunch,Fighting,100,0.5,False
Electabuzz,,Headbutt,Normal,70,1.0,False
Electabuzz,,Zap Cannon,Electric,100,0.5,False
Electabuzz,,Rock Smash,Fighting,20,1.0,False
Electabuzz,,Hidden Power,Normal,60,1.0,False
Electabuzz,,Snore,Normal,40,1.0,False
Electabuzz,,Hyper Beam,Normal,75,0.9,False
Electabuzz,,Iron Tail,Steel,100,0.75,False
Electabuzz,,Return,Normal,102,1.0,False
Electabuzz,,Psychic,Psychic,90,1.0,False
Electabuzz,,Mud-Slap,Ground,20,1.0,False
Electabuzz,,Ice Punch,Ice,75,1.0,False
Electabuzz,,Thief,Dark,40,1.0,False
Electabuzz,,Fire Punch,Fire,75,1.0,False
Elekid,1.0,Quick Attack,Normal,40,1.0,False
Elekid,9.0,ThunderPunch,Electric,75,1.0,False
Elekid,25.0,Swift,Normal,60,1.0,False
Elekid,41.0,Thunderbolt,Electric,95,1.0,False
Elekid,49.0,Thunder,Electric,120,0.7,False
Elekid,,DynamicPunch,Fighting,100,0.5,False
Elekid,,Headbutt,Normal,70,1.0,False
Elekid,,Zap Cannon,Electric,100,0.5,False
Elekid,,Hidden Power,Normal,60,1.0,False
Elekid,,Snore,Normal,40,1.0,False
Elekid,,Return,Normal,102,1.0,False
Elekid,,Psychic,Psychic,90,1.0,False
Elekid,,Mud-Slap,Ground,20,1.0,False
Elekid,,Ice Punch,Ice,75,1.0,False
Elekid,,Thief,Dark,40,1.0,False
Elekid,,Fire Punch,Fire,75,1.0,False
Magmar,1.0,Ember,Fire,40,1.0,False
Magmar,1.0,Fire Punch,Fire,75,1.0,False
Magmar,1.0,Smog,Poison,20,0.7,False
Magmar,41.0,Flamethrower,Fire,95,1.0,False
Magmar,57.0,Fire Blast,Fire,120,0.85,False
Magmar,,Strength,Normal,80,1.0,False
Magmar,,DynamicPunch,Fighting,100,0.5,False
Magmar,,Headbutt,Normal,70,1.0,False
Magmar,,Rock Smash,Fighting,20,1.0,False
Magmar,,Hidden Power,Normal,60,1.0,False
Magmar,,Snore,Normal,40,1.0,False
Magmar,,Hyper Beam,Normal,75,0.9,False
Magmar,,Iron Tail,Steel,100,0.75,False
Magmar,,Return,Normal,102,1.0,False
Magmar,,Psychic,Psychic,90,1.0,False
Magmar,,Mud-Slap,Ground,20,1.0,False
Magmar,,ThunderPunch,Electric,75,1.0,False
Magmar,,Thief,Dark,40,1.0,False
Magby,1.0,Ember,Fire,40,1.0,False
Magby,13.0,Smog,Poison,20,0.7,False
Magby,19.0,Fire Punch,Fire,75,1.0,False
Magby,37.0,Flamethrower,Fire,95,1.0,False
Magby,49.0,Fire Blast,Fire,120,0.85,False
Magby,,DynamicPunch,Fighting,100,0.5,False
Magby,,Headbutt,Normal,70,1.0,False
Magby,,Hidden Power,Normal,60,1.0,False
Magby,,Snore,Normal,40,1.0,False
Magby,,Iron Tail,Steel,100,0.75,False
Magby,,Return,Normal,102,1.0,False
Magby,,Psychic,Psychic,90,1.0,False
Magby,,Mud-Slap,Ground,20,1.0,False
Magby,,ThunderPunch,Electric,75,1.0,False
Magby,,Thief,Dark,40,1.0,False
Pinsir,1.0,ViceGrip,Normal,55,1.0,False
Pinsir,13.0,Bind,Normal,15,0.75,False
Pinsir,,Cut,Normal,50,0.95,False
Pinsir,,Strength,Normal,80,1.0,False
Pinsir,,Headbutt,Normal,70,1.0,False
Pinsir,,Rock Smash,Fighting,20,1.0,False
Pinsir,,Hidden Power,Normal,60,1.0,False
Pinsir,,Snore,Normal,40,1.0,False
Pinsir,,Hyper Beam,Normal,75,0.9,False
Pinsir,,Return,Normal,102,1.0,False
Pinsir,,Thief,Dark,40,1.0,False
Pinsir,,Fury Cutter,Bug,10,0.95,False
Tauros,1.0,Tackle,Normal,35,0.95,False
Tauros,8.0,Rage,Normal,20,1.0,False
Tauros,13.0,Horn Attack,Normal,65,1.0,False
Tauros,26.0,Pursuit,Dark,40,1.0,False
Tauros,43.0,Thrash,Normal,90,1.0,False
Tauros,,Surf,Water,95,1.0,False
Tauros,,Strength,Normal,80,1.0,False
Tauros,,Headbutt,Normal,70,1.0,False
Tauros,,Zap Cannon,Electric,100,0.5,False
Tauros,,Rock Smash,Fighting,20,1.0,False
Tauros,,Hidden Power,Normal,60,1.0,False
Tauros,,Snore,Normal,40,1.0,False
Tauros,,Blizzard,Ice,120,0.7,False
Tauros,,Hyper Beam,Normal,75,0.9,False
Tauros,,Icy Wind,Ice,55,0.95,False
Tauros,,Iron Tail,Steel,100,0.75,False
Tauros,,Thunder,Electric,120,0.7,False
Tauros,,Earthquake,Ground,100,1.0,False
Tauros,,Return,Normal,102,1.0,False
Tauros,,Fire Blast,Fire,120,0.85,False
Magikarp,15.0,Tackle,Normal,35,0.95,False
Gyarados,1.0,Thrash,Normal,90,1.0,False
