pokemon,move_level,move_name,move_type,power,accuracy,crit,move_stage,exp_type,evo_id
sudowoodo,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,95
sudowoodo,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,95
sudowoodo,,rollout,Rock,30,0.9,False,13.0,Medium Fast,95
sudowoodo,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,95
sudowoodo,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,95
sudowoodo,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,95
sudowoodo,,return,Normal,102,1.0,False,12.0,Medium Fast,95
sudowoodo,,dig,Ground,60,1.0,False,14.0,Medium Fast,95
sudowoodo,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,95
sudowoodo,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,95
sudowoodo,,thunderpunch,Electric,75,1.0,False,,Medium Fast,95
sudowoodo,,thief,Dark,40,1.0,False,30.0,Medium Fast,95
sudowoodo,,fire punch,Fire,75,1.0,False,12.0,Medium Fast,95
politoed,1.0,doubleslap,Normal,45,0.85,False,,Medium Slow,96
politoed,1.0,water gun,Water,40,1.0,False,,Medium Slow,96
politoed,,surf,Water,95,1.0,False,17.0,Medium Slow,96
politoed,,strength,Normal,80,1.0,False,,Medium Slow,96
politoed,,whirlpool,Water,15,0.7,False,27.0,Medium Slow,96
politoed,,waterfall,Water,80,1.0,False,36.0,Medium Slow,96
politoed,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,96
politoed,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,96
politoed,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,96
politoed,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,96
politoed,,blizzard,Ice,120,0.7,False,12.0,Medium Slow,96
politoed,,hyper beam,Normal,75,0.9,False,65.0,Medium Slow,96
politoed,,icy wind,Ice,55,0.95,False,27.0,Medium Slow,96
politoed,,earthquake,Ground,100,1.0,False,47.0,Medium Slow,96
politoed,,return,Normal,102,1.0,False,12.0,Medium Slow,96
politoed,,psychic,Psychic,90,1.0,False,52.0,Medium Slow,96
politoed,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,96
politoed,,ice punch,Ice,75,1.0,False,12.0,Medium Slow,96
politoed,,thief,Dark,40,1.0,False,30.0,Medium Slow,96
hoppip,10.0,tackle,Normal,35,0.95,False,,Medium Slow,97
hoppip,30.0,mega drain,Grass,40,1.0,False,,Medium Slow,97
hoppip,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,97
hoppip,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,97
hoppip,,giga drain,Grass,60,1.0,False,65.0,Medium Slow,97
hoppip,,return,Normal,102,1.0,False,12.0,Medium Slow,97
skiploom,1.0,tackle,Normal,35,0.95,False,,Medium Slow,97
skiploom,36.0,mega drain,Grass,40,1.0,False,,Medium Slow,97
skiploom,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,97
skiploom,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,97
skiploom,,giga drain,Grass,60,1.0,False,65.0,Medium Slow,97
skiploom,,return,Normal,102,1.0,False,12.0,Medium Slow,97
jumpluff,1.0,tackle,Normal,35,0.95,False,,Medium Slow,97
jumpluff,44.0,mega drain,Grass,40,1.0,False,,Medium Slow,97
jumpluff,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,97
jumpluff,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,97
jumpluff,,hyper beam,Normal,75,0.9,False,65.0,Medium Slow,97
jumpluff,,giga drain,Grass,60,1.0,False,65.0,Medium Slow,97
jumpluff,,return,Normal,102,1.0,False,12.0,Medium Slow,97
aipom,1.0,scratch,Normal,40,1.0,False,,Fast,98
aipom,19.0,fury swipes,Normal,54,0.8,False,,Fast,98
aipom,27.0,swift,Normal,60,1.0,False,7.0,Fast,98
aipom,,cut,Normal,50,0.95,False,10.0,Fast,98
aipom,,strength,Normal,80,1.0,False,,Fast,98
aipom,,dynamicpunch,Fighting,100,0.5,False,,Fast,98
aipom,,headbutt,Normal,70,1.0,False,10.0,Fast,98
aipom,,zap cannon,Electric,100,0.5,False,58.0,Fast,98
aipom,,rock smash,Fighting,20,1.0,False,12.0,Fast,98
aipom,,hidden power,Normal,60,1.0,False,29.0,Fast,98
aipom,,iron tail,Steel,100,0.75,False,20.0,Fast,98
aipom,,thunder,Electric,120,0.7,False,12.0,Fast,98
aipom,,return,Normal,102,1.0,False,12.0,Fast,98
aipom,,shadow ball,Ghost,80,1.0,False,17.0,Fast,98
aipom,,mud-slap,Ground,20,1.0,False,5.0,Fast,98
aipom,,ice punch,Ice,75,1.0,False,12.0,Fast,98
aipom,,thunderpunch,Electric,75,1.0,False,,Fast,98
aipom,,thief,Dark,40,1.0,False,30.0,Fast,98
aipom,,fire punch,Fire,75,1.0,False,12.0,Fast,98
aipom,,fury cutter,Bug,10,0.95,False,9.0,Fast,98
sunkern,1.0,absorb,Grass,20,1.0,False,,Medium Slow,99
sunkern,10.0,mega drain,Grass,40,1.0,False,,Medium Slow,99
sunkern,46.0,giga drain,Grass,60,1.0,False,65.0,Medium Slow,99
sunkern,,cut,Normal,50,0.95,False,10.0,Medium Slow,99
sunkern,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,99
sunkern,,return,Normal,102,1.0,False,12.0,Medium Slow,99
sunkern,,sludge bomb,Poison,90,1.0,False,28.0,Medium Slow,99
sunflora,1.0,absorb,Grass,20,1.0,False,,Medium Slow,99
sunflora,1.0,pound,Normal,40,1.0,False,,Medium Slow,99
sunflora,10.0,razor leaf,Grass,55,0.95,True,,Medium Slow,99
sunflora,31.0,petal dance,Grass,70,1.0,False,,Medium Slow,99
sunflora,,cut,Normal,50,0.95,False,10.0,Medium Slow,99
sunflora,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,99
sunflora,,hyper beam,Normal,75,0.9,False,65.0,Medium Slow,99
sunflora,,giga drain,Grass,60,1.0,False,65.0,Medium Slow,99
sunflora,,return,Normal,102,1.0,False,12.0,Medium Slow,99
sunflora,,sludge bomb,Poison,90,1.0,False,28.0,Medium Slow,99
yanma,1.0,tackle,Normal,35,0.95,False,,Medium Fast,100
yanma,7.0,quick attack,Normal,40,1.0,False,,Medium Fast,100
yanma,37.0,swift,Normal,60,1.0,False,7.0,Medium Fast,100
yanma,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,100
yanma,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,100
yanma,,giga drain,Grass,60,1.0,False,65.0,Medium Fast,100
yanma,,return,Normal,102,1.0,False,12.0,Medium Fast,100
yanma,,thief,Dark,40,1.0,False,30.0,Medium Fast,100
yanma,37.0,wing attack,Flying,60,1.0,False,,Medium Fast,100
wooper,1.0,water gun,Water,40,1.0,False,,Medium Fast,101
wooper,11.0,slam,Normal,80,0.75,False,,Medium Fast,101
wooper,31.0,earthquake,Ground,100,1.0,False,47.0,Medium Fast,101
wooper,,surf,Water,95,1.0,False,17.0,Medium Fast,101
wooper,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,101
wooper,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,101
wooper,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,101
wooper,,rollout,Rock,30,0.9,False,13.0,Medium Fast,101
wooper,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,101
wooper,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,101
wooper,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,101
wooper,,return,Normal,102,1.0,False,12.0,Medium Fast,101
wooper,,dig,Ground,60,1.0,False,14.0,Medium Fast,101
wooper,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,101
wooper,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,101
wooper,,sludge bomb,Poison,90,1.0,False,28.0,Medium Fast,101
quagsire,1.0,water gun,Water,40,1.0,False,,Medium Fast,101
quagsire,11.0,slam,Normal,80,0.75,False,,Medium Fast,101
quagsire,35.0,earthquake,Ground,100,1.0,False,47.0,Medium Fast,101
quagsire,,surf,Water,95,1.0,False,17.0,Medium Fast,101
quagsire,,strength,Normal,80,1.0,False,,Medium Fast,101
quagsire,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,101
quagsire,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,101
quagsire,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,101
quagsire,,rollout,Rock,30,0.9,False,13.0,Medium Fast,101
quagsire,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,101
quagsire,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,101
quagsire,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,101
quagsire,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,101
quagsire,,return,Normal,102,1.0,False,12.0,Medium Fast,101
quagsire,,dig,Ground,60,1.0,False,14.0,Medium Fast,101
quagsire,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,101
quagsire,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,101
quagsire,,sludge bomb,Poison,90,1.0,False,28.0,Medium Fast,101
espeon,1.0,tackle,Normal,35,0.95,False,,Medium Fast,102
espeon,16.0,confusion,Psychic,50,1.0,False,,Medium Fast,102
espeon,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,102
espeon,30.0,swift,Normal,60,1.0,False,7.0,Medium Fast,102
espeon,36.0,psybeam,Psychic,65,1.0,False,,Medium Fast,102
espeon,47.0,psychic,Psychic,90,1.0,False,52.0,Medium Fast,102
espeon,,cut,Normal,50,0.95,False,10.0,Medium Fast,102
espeon,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,102
espeon,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,102
espeon,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,102
espeon,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,102
espeon,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,102
espeon,,return,Normal,102,1.0,False,12.0,Medium Fast,102
espeon,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,102
espeon,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,102
umbreon,1.0,tackle,Normal,35,0.95,False,,Medium Fast,103
umbreon,16.0,pursuit,Dark,40,1.0,False,,Medium Fast,103
umbreon,23.0,quick attack,Normal,40,1.0,False,,Medium Fast,103
umbreon,36.0,faint attack,Dark,60,1.0,False,,Medium Fast,103
umbreon,,cut,Normal,50,0.95,False,10.0,Medium Fast,103
umbreon,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,103
umbreon,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,103
umbreon,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,103
umbreon,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,103
umbreon,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,103
umbreon,,return,Normal,102,1.0,False,12.0,Medium Fast,103
umbreon,,psychic,Psychic,90,1.0,False,52.0,Medium Fast,103
umbreon,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,103
umbreon,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,103
umbreon,,swift,Normal,60,1.0,False,7.0,Medium Fast,103
murkrow,1.0,peck,Flying,35,1.0,False,,Medium Slow,105
murkrow,11.0,pursuit,Dark,40,1.0,False,,Medium Slow,105
murkrow,31.0,faint attack,Dark,60,1.0,False,,Medium Slow,105
murkrow,,fly,Flying,70,0.95,False,23.0,Medium Slow,105
murkrow,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,105
murkrow,,icy wind,Ice,55,0.95,False,27.0,Medium Slow,105
murkrow,,return,Normal,102,1.0,False,12.0,Medium Slow,105
murkrow,,shadow ball,Ghost,80,1.0,False,17.0,Medium Slow,105
murkrow,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,105
murkrow,,swift,Normal,60,1.0,False,7.0,Medium Slow,105
murkrow,,thief,Dark,40,1.0,False,30.0,Medium Slow,105
murkrow,,steel wing,Steel,70,0.9,False,,Medium Slow,105
slowking,1.0,tackle,Normal,35,0.95,False,,Medium Fast,107
slowking,15.0,water gun,Water,40,1.0,False,,Medium Fast,107
slowking,20.0,confusion,Psychic,50,1.0,False,,Medium Fast,107
slowking,34.0,headbutt,Normal,70,1.0,False,10.0,Medium Fast,107
slowking,48.0,psychic,Psychic,90,1.0,False,52.0,Medium Fast,107
slowking,,surf,Water,95,1.0,False,17.0,Medium Fast,107
slowking,,strength,Normal,80,1.0,False,,Medium Fast,107
slowking,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,107
slowking,,dynamicpunch,Fighting,100,0.5,False,,Medium Fast,107
slowking,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,107
slowking,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,107
slowking,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,107
slowking,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,107
slowking,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,107
slowking,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,107
slowking,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,107
slowking,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,107
slowking,,return,Normal,102,1.0,False,12.0,Medium Fast,107
slowking,,dig,Ground,60,1.0,False,14.0,Medium Fast,107
slowking,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,107
slowking,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,107
slowking,,ice punch,Ice,75,1.0,False,12.0,Medium Fast,107
slowking,,fire blast,Fire,120,0.85,False,12.0,Medium Fast,107
slowking,,swift,Normal,60,1.0,False,7.0,Medium Fast,107
slowking,,fury cutter,Bug,10,0.95,False,9.0,Medium Fast,107
misdreavus,27.0,psybeam,Psychic,65,1.0,False,,Fast,109
misdreavus,,headbutt,Normal,70,1.0,False,10.0,Fast,109
misdreavus,,zap cannon,Electric,100,0.5,False,58.0,Fast,109
misdreavus,,hidden power,Normal,60,1.0,False,29.0,Fast,109
misdreavus,,thunder,Electric,120,0.7,False,12.0,Fast,109
misdreavus,,return,Normal,102,1.0,False,12.0,Fast,109
misdreavus,,psychic,Psychic,90,1.0,False,52.0,Fast,109
misdreavus,,shadow ball,Ghost,80,1.0,False,17.0,Fast,109
misdreavus,,swift,Normal,60,1.0,False,7.0,Fast,109
misdreavus,,thief,Dark,40,1.0,False,30.0,Fast,109
unown,1.0,hidden power,Normal,60,1.0,False,29.0,Medium Fast,111
wobbuffet,0.0,struggle,Normal,1,1.0,False,,Medium Fast,113
girafarig,1.0,confusion,Psychic,50,1.0,False,,Medium Fast,115
girafarig,1.0,stomp,Normal,65,1.0,False,,Medium Fast,115
girafarig,1.0,tackle,Normal,35,0.95,False,,Medium Fast,115
girafarig,41.0,psybeam,Psychic,65,1.0,False,,Medium Fast,115
girafarig,54.0,crunch,Dark,80,1.0,False,,Medium Fast,115
girafarig,,strength,Normal,80,1.0,False,,Medium Fast,115
girafarig,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,115
girafarig,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,115
girafarig,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,115
girafarig,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,115
girafarig,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,115
girafarig,,thunder,Electric,120,0.7,False,12.0,Medium Fast,115
girafarig,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,115
girafarig,,return,Normal,102,1.0,False,12.0,Medium Fast,115
girafarig,,psychic,Psychic,90,1.0,False,52.0,Medium Fast,115
girafarig,,shadow ball,Ghost,80,1.0,False,17.0,Medium Fast,115
girafarig,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,115
girafarig,,swift,Normal,60,1.0,False,7.0,Medium Fast,115
girafarig,,thief,Dark,40,1.0,False,30.0,Medium Fast,115
pineco,1.0,tackle,Normal,35,0.95,False,,Medium Fast,117
pineco,22.0,rapid spin,Normal,20,1.0,False,,Medium Fast,117
pineco,,strength,Normal,80,1.0,False,,Medium Fast,117
pineco,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,117
pineco,,rollout,Rock,30,0.9,False,13.0,Medium Fast,117
pineco,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,117
pineco,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,117
pineco,,giga drain,Grass,60,1.0,False,65.0,Medium Fast,117
pineco,,return,Normal,102,1.0,False,12.0,Medium Fast,117
forretress,1.0,tackle,Normal,35,0.95,False,,Medium Fast,117
forretress,22.0,rapid spin,Normal,20,1.0,False,,Medium Fast,117
forretress,,strength,Normal,80,1.0,False,,Medium Fast,117
forretress,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,117
forretress,,rollout,Rock,30,0.9,False,13.0,Medium Fast,117
forretress,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,117
forretress,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,117
forretress,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,117
forretress,,giga drain,Grass,60,1.0,False,65.0,Medium Fast,117
forretress,,return,Normal,102,1.0,False,12.0,Medium Fast,117
dunsparce,1.0,rage,Normal,20,1.0,False,,Medium Fast,119
dunsparce,26.0,pursuit,Dark,40,1.0,False,,Medium Fast,119
dunsparce,,strength,Normal,80,1.0,False,,Medium Fast,119
dunsparce,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,119
dunsparce,,rollout,Rock,30,0.9,False,13.0,Medium Fast,119
dunsparce,,zap cannon,Electric,100,0.5,False,58.0,Medium Fast,119
dunsparce,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,119
dunsparce,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,119
dunsparce,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,119
dunsparce,,thunder,Electric,120,0.7,False,12.0,Medium Fast,119
dunsparce,,return,Normal,102,1.0,False,12.0,Medium Fast,119
dunsparce,,dig,Ground,60,1.0,False,14.0,Medium Fast,119
dunsparce,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,119
dunsparce,,thief,Dark,40,1.0,False,30.0,Medium Fast,119
gligar,1.0,poison sting,Poison,15,1.0,False,,Medium Slow,121
gligar,20.0,quick attack,Normal,40,1.0,False,,Medium Slow,121
gligar,28.0,faint attack,Dark,60,1.0,False,,Medium Slow,121
gligar,36.0,slash,Normal,70,1.0,True,,Medium Slow,121
gligar,,cut,Normal,50,0.95,False,10.0,Medium Slow,121
gligar,,strength,Normal,80,1.0,False,,Medium Slow,121
gligar,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,121
gligar,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,121
gligar,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,121
gligar,,iron tail,Steel,100,0.75,False,20.0,Medium Slow,121
gligar,,return,Normal,102,1.0,False,12.0,Medium Slow,121
gligar,,sludge bomb,Poison,90,1.0,False,28.0,Medium Slow,121
gligar,,swift,Normal,60,1.0,False,7.0,Medium Slow,121
gligar,,thief,Dark,40,1.0,False,30.0,Medium Slow,121
gligar,,fury cutter,Bug,10,0.95,False,9.0,Medium Slow,121
steelix,1.0,tackle,Normal,35,0.95,False,,Medium Fast,41
steelix,10.0,bind,Normal,15,0.75,False,,Medium Fast,41
steelix,14.0,rock throw,Rock,50,0.9,False,,Medium Fast,41
steelix,27.0,rage,Normal,20,1.0,False,,Medium Fast,41
steelix,40.0,slam,Normal,80,0.75,False,,Medium Fast,41
steelix,49.0,crunch,Dark,80,1.0,False,,Medium Fast,41
steelix,,cut,Normal,50,0.95,False,10.0,Medium Fast,41
steelix,,strength,Normal,80,1.0,False,,Medium Fast,41
steelix,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,41
steelix,,rollout,Rock,30,0.9,False,13.0,Medium Fast,41
steelix,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,41
steelix,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,41
steelix,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,41
steelix,,iron tail,Steel,100,0.75,False,20.0,Medium Fast,41
steelix,,dragonbreath,Dragon,60,1.0,False,,Medium Fast,41
steelix,,earthquake,Ground,100,1.0,False,47.0,Medium Fast,41
steelix,,return,Normal,102,1.0,False,12.0,Medium Fast,41
steelix,,dig,Ground,60,1.0,False,14.0,Medium Fast,41
steelix,,mud-slap,Ground,20,1.0,False,5.0,Medium Fast,41
snubbull,1.0,tackle,Normal,35,0.95,False,,Fast,122
snubbull,13.0,bite,Dark,60,1.0,False,,Fast,122
snubbull,19.0,lick,Ghost,20,1.0,False,,Fast,122
snubbull,34.0,rage,Normal,20,1.0,False,,Fast,122
snubbull,,strength,Normal,80,1.0,False,,Fast,122
snubbull,,dynamicpunch,Fighting,100,0.5,False,,Fast,122
snubbull,,headbutt,Normal,70,1.0,False,10.0,Fast,122
snubbull,,zap cannon,Electric,100,0.5,False,58.0,Fast,122
snubbull,,rock smash,Fighting,20,1.0,False,12.0,Fast,122
snubbull,,hidden power,Normal,60,1.0,False,29.0,Fast,122
snubbull,,thunder,Electric,120,0.7,False,12.0,Fast,122
snubbull,,return,Normal,102,1.0,False,12.0,Fast,122
snubbull,,shadow ball,Ghost,80,1.0,False,17.0,Fast,122
snubbull,,mud-slap,Ground,20,1.0,False,5.0,Fast,122
snubbull,,ice punch,Ice,75,1.0,False,12.0,Fast,122
snubbull,,sludge bomb,Poison,90,1.0,False,28.0,Fast,122
snubbull,,thunderpunch,Electric,75,1.0,False,,Fast,122
snubbull,,thief,Dark,40,1.0,False,30.0,Fast,122
snubbull,,fire punch,Fire,75,1.0,False,12.0,Fast,122
granbull,1.0,tackle,Normal,35,0.95,False,,Fast,122
granbull,13.0,bite,Dark,60,1.0,False,,Fast,122
granbull,19.0,lick,Ghost,20,1.0,False,,Fast,122
granbull,38.0,rage,Normal,20,1.0,False,,Fast,122
granbull,,strength,Normal,80,1.0,False,,Fast,122
granbull,,dynamicpunch,Fighting,100,0.5,False,,Fast,122
granbull,,headbutt,Normal,70,1.0,False,10.0,Fast,122
granbull,,zap cannon,Electric,100,0.5,False,58.0,Fast,122
granbull,,rock smash,Fighting,20,1.0,False,12.0,Fast,122
granbull,,hidden power,Normal,60,1.0,False,29.0,Fast,122
granbull,,hyper beam,Normal,75,0.9,False,65.0,Fast,122
granbull,,thunder,Electric,120,0.7,False,12.0,Fast,122
granbull,,return,Normal,102,1.0,False,12.0,Fast,122
granbull,,shadow ball,Ghost,80,1.0,False,17.0,Fast,122
granbull,,mud-slap,Ground,20,1.0,False,5.0,Fast,122
granbull,,ice punch,Ice,75,1.0,False,12.0,Fast,122
granbull,,sludge bomb,Poison,90,1.0,False,28.0,Fast,122
granbull,,thunderpunch,Electric,75,1.0,False,,Fast,122
granbull,,thief,Dark,40,1.0,False,30.0,Fast,122
granbull,,fire punch,Fire,75,1.0,False,12.0,Fast,122
qwilfish,1.0,poison sting,Poison,15,1.0,False,,Medium Fast,126
qwilfish,1.0,tackle,Normal,35,0.95,False,,Medium Fast,126
qwilfish,19.0,water gun,Water,40,1.0,False,,Medium Fast,126
qwilfish,28.0,pin missile,Bug,42,0.85,False,,Medium Fast,126
qwilfish,46.0,hydro pump,Water,120,0.8,False,,Medium Fast,126
qwilfish,,surf,Water,95,1.0,False,17.0,Medium Fast,126
qwilfish,,whirlpool,Water,15,0.7,False,27.0,Medium Fast,126
qwilfish,,waterfall,Water,80,1.0,False,36.0,Medium Fast,126
qwilfish,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,126
qwilfish,,rollout,Rock,30,0.9,False,13.0,Medium Fast,126
qwilfish,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,126
qwilfish,,blizzard,Ice,120,0.7,False,12.0,Medium Fast,126
qwilfish,,icy wind,Ice,55,0.95,False,27.0,Medium Fast,126
qwilfish,,return,Normal,102,1.0,False,12.0,Medium Fast,126
qwilfish,,sludge bomb,Poison,90,1.0,False,28.0,Medium Fast,126
qwilfish,,swift,Normal,60,1.0,False,7.0,Medium Fast,126
scizor,1.0,quick attack,Normal,40,1.0,False,,Medium Fast,59
scizor,12.0,pursuit,Dark,40,1.0,False,,Medium Fast,59
scizor,18.0,false swipe,Normal,40,1.0,False,,Medium Fast,59
scizor,30.0,metal claw,Steel,50,0.95,False,,Medium Fast,59
scizor,36.0,slash,Normal,70,1.0,True,,Medium Fast,59
scizor,,cut,Normal,50,0.95,False,10.0,Medium Fast,59
scizor,,strength,Normal,80,1.0,False,,Medium Fast,59
scizor,,headbutt,Normal,70,1.0,False,10.0,Medium Fast,59
scizor,,rock smash,Fighting,20,1.0,False,12.0,Medium Fast,59
scizor,,hidden power,Normal,60,1.0,False,29.0,Medium Fast,59
scizor,,hyper beam,Normal,75,0.9,False,65.0,Medium Fast,59
scizor,,return,Normal,102,1.0,False,12.0,Medium Fast,59
scizor,,swift,Normal,60,1.0,False,7.0,Medium Fast,59
scizor,,thief,Dark,40,1.0,False,30.0,Medium Fast,59
scizor,,steel wing,Steel,70,0.9,False,,Medium Fast,59
scizor,,fury cutter,Bug,10,0.95,False,9.0,Medium Fast,59
shuckle,1.0,constrict,Normal,10,1.0,False,,Medium Slow,127
shuckle,9.0,wrap,Normal,15,0.85,False,,Medium Slow,127
shuckle,,strength,Normal,80,1.0,False,,Medium Slow,127
shuckle,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,127
shuckle,,rollout,Rock,30,0.9,False,13.0,Medium Slow,127
shuckle,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,127
shuckle,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,127
shuckle,,earthquake,Ground,100,1.0,False,47.0,Medium Slow,127
shuckle,,return,Normal,102,1.0,False,12.0,Medium Slow,127
shuckle,,dig,Ground,60,1.0,False,14.0,Medium Slow,127
shuckle,,mud-slap,Ground,20,1.0,False,5.0,Medium Slow,127
shuckle,,sludge bomb,Poison,90,1.0,False,28.0,Medium Slow,127
heracross,1.0,tackle,Normal,35,0.95,False,,Slow,129
heracross,6.0,horn attack,Normal,65,1.0,False,,Slow,129
heracross,19.0,fury attack,Normal,45,0.85,False,,Slow,129
heracross,54.0,megahorn,Bug,120,0.85,False,,Slow,129
heracross,,cut,Normal,50,0.95,False,10.0,Slow,129
heracross,,strength,Normal,80,1.0,False,,Slow,129
heracross,,headbutt,Normal,70,1.0,False,10.0,Slow,129
heracross,,rock smash,Fighting,20,1.0,False,12.0,Slow,129
heracross,,hidden power,Normal,60,1.0,False,29.0,Slow,129
heracross,,earthquake,Ground,100,1.0,False,47.0,Slow,129
heracross,,return,Normal,102,1.0,False,12.0,Slow,129
heracross,,thief,Dark,40,1.0,False,30.0,Slow,129
heracross,,fury cutter,Bug,10,0.95,False,9.0,Slow,129
sneasel,1.0,scratch,Normal,40,1.0,False,,Medium Slow,131
sneasel,9.0,quick attack,Normal,40,1.0,False,,Medium Slow,131
sneasel,25.0,faint attack,Dark,60,1.0,False,,Medium Slow,131
sneasel,33.0,fury swipes,Normal,54,0.8,False,,Medium Slow,131
sneasel,49.0,slash,Normal,70,1.0,True,,Medium Slow,131
sneasel,,cut,Normal,50,0.95,False,10.0,Medium Slow,131
sneasel,,surf,Water,95,1.0,False,17.0,Medium Slow,131
sneasel,,strength,Normal,80,1.0,False,,Medium Slow,131
sneasel,,dynamicpunch,Fighting,100,0.5,False,,Medium Slow,131
sneasel,,headbutt,Normal,70,1.0,False,10.0,Medium Slow,131
sneasel,,rock smash,Fighting,20,1.0,False,12.0,Medium Slow,131
sneasel,,hidden power,Normal,60,1.0,False,29.0,Medium Slow,131
